effective_time,spl_product_data_elements,active_ingredient,route,brand_name,substance_name,Time,Year,num_substance
20200518,"['Antispetic Eucalyptol, menthol, methyl salicylate, thymol EUCALYPTOL EUCALYPTOL MENTHOL MENTHOL METHYL SALICYLATE SALICYLIC ACID THYMOL THYMOL WATER ALCOHOL SORBITOL POLOXAMER 407 BENZOIC ACID SACCHARIN SODIUM SODIUM BENZOATE FD&C GREEN NO. 3']","['Antispetic Eucalyptol, menthol, methyl salicylate, thymol EUCALYPTOL EUCALYPTOL MENTHOL MENTHOL METHYL SALICYLATE SALICYLIC ACID THYMOL THYMOL WATER ALCOHOL SORBITOL POLOXAMER 407 BENZOIC ACID SACCHARIN SODIUM SODIUM BENZOATE FD&C GREEN NO. 3']",['ORAL'],['Antispetic'],"['EUCALYPTOL', 'MENTHOL', 'METHYL SALICYLATE', 'THYMOL']",2020-05-18,2020,4
20201104,['Nystatin Nystatin Ointment Nystatin Nystatin Petrolatum'],None,['TOPICAL'],['Nystatin'],['NYSTATIN'],2020-11-04,2020,1
20131029,"['Hyoscyamine Hyoscyamine Hyoscyamine Sulfate Hyoscyamine HYPROMELLOSES CELLULOSE, MICROCRYSTALLINE CALCIUM PHOSPHATE, DIBASIC, DIHYDRATE SILICON DIOXIDE STEARIC ACID MAGNESIUM STEARATE 101']",None,,,,2013-10-29,2013,0
20171109,"['Perfect Sleep Adenosinum Triphosphoricum Dinatrum, Pantothenic Acid, Ubidecarenonum, Pineal Gland (Suis), Sarcolacticum Acidum, Melatonin, Pyrrole, Tryptophan, Arsenicum Album, Avena Sativa, Chamomilla, Coffea Cruda, Mercurius Corrosivus, Passiflora Incarnata, Silicea, Zincum Valerianicum, Dysentery Bacillus, Gaertner Bacillus ADENOSINE TRIPHOSPHATE DISODIUM ADENOSINE TRIPHOSPHATE PANTOTHENIC ACID PANTOTHENIC ACID SUS SCROFA PINEAL GLAND SUS SCROFA PINEAL GLAND LACTIC ACID, L- LACTIC ACID, L- UBIDECARENONE UBIDECARENONE MELATONIN MELATONIN PYRROLE PYRROLE TRYPTOPHAN TRYPTOPHAN ARSENIC TRIOXIDE ARSENIC CATION (3+) AVENA SATIVA FLOWERING TOP AVENA SATIVA FLOWERING TOP MATRICARIA RECUTITA MATRICARIA RECUTITA ARABICA COFFEE BEAN ARABICA COFFEE BEAN MERCURIC CHLORIDE MERCURIC CATION PASSIFLORA INCARNATA FLOWERING TOP PASSIFLORA INCARNATA FLOWERING TOP SILICON DIOXIDE SILICON DIOXIDE ZINC VALERATE DIHYDRATE VALERIC ACID SHIGELLA DYSENTERIAE SHIGELLA DYSENTERIAE SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS LACTOSE MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE TABLET DIAMOND']","['Perfect Sleep Adenosinum Triphosphoricum Dinatrum, Pantothenic Acid, Ubidecarenonum, Pineal Gland (Suis), Sarcolacticum Acidum, Melatonin, Pyrrole, Tryptophan, Arsenicum Album, Avena Sativa, Chamomilla, Coffea Cruda, Mercurius Corrosivus, Passiflora Incarnata, Silicea, Zincum Valerianicum, Dysentery Bacillus, Gaertner Bacillus ADENOSINE TRIPHOSPHATE DISODIUM ADENOSINE TRIPHOSPHATE PANTOTHENIC ACID PANTOTHENIC ACID SUS SCROFA PINEAL GLAND SUS SCROFA PINEAL GLAND LACTIC ACID, L- LACTIC ACID, L- UBIDECARENONE UBIDECARENONE MELATONIN MELATONIN PYRROLE PYRROLE TRYPTOPHAN TRYPTOPHAN ARSENIC TRIOXIDE ARSENIC CATION (3+) AVENA SATIVA FLOWERING TOP AVENA SATIVA FLOWERING TOP MATRICARIA RECUTITA MATRICARIA RECUTITA ARABICA COFFEE BEAN ARABICA COFFEE BEAN MERCURIC CHLORIDE MERCURIC CATION PASSIFLORA INCARNATA FLOWERING TOP PASSIFLORA INCARNATA FLOWERING TOP SILICON DIOXIDE SILICON DIOXIDE ZINC VALERATE DIHYDRATE VALERIC ACID SHIGELLA DYSENTERIAE SHIGELLA DYSENTERIAE SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS LACTOSE MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE TABLET DIAMOND']",['ORAL'],['Perfect Sleep'],"['ADENOSINE TRIPHOSPHATE DISODIUM', 'PANTOTHENIC ACID', 'SUS SCROFA PINEAL GLAND', 'LACTIC ACID, L-', 'UBIDECARENONE', 'MELATONIN', 'PYRROLE', 'TRYPTOPHAN', 'ARSENIC TRIOXIDE', 'AVENA SATIVA FLOWERING TOP', 'MATRICARIA RECUTITA', 'ARABICA COFFEE BEAN', 'MERCURIC CHLORIDE', 'PASSIFLORA INCARNATA FLOWERING TOP', 'SILICON DIOXIDE', 'ZINC VALERATE DIHYDRATE', 'SHIGELLA DYSENTERIAE', 'SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS']",2017-11-09,2017,18
20200119,"['Rizatriptan Rizatriptan RIZATRIPTAN BENZOATE RIZATRIPTAN LACTOSE MONOHYDRATE MICROCRYSTALLINE CELLULOSE STARCH, CORN FERRIC OXIDE RED MAGNESIUM STEARATE pale pink CL34']",None,['ORAL'],['Rizatriptan'],['RIZATRIPTAN BENZOATE'],2020-01-19,2020,1
20181109,"['Nasal Oxymetazoline hydrochloride OXYMETAZOLINE HYDROCHLORIDE OXYMETAZOLINE BENZYL ALCOHOL SODIUM PHOSPHATE, DIBASIC EDETATE DISODIUM EUCALYPTOL MENTHOL CELLULOSE, MICROCRYSTALLINE CARBOXYMETHYLCELLULOSE SODIUM SODIUM PHOSPHATE, MONOBASIC POLYETHYLENE GLYCOL PROPYLENE GLYCOL POVIDONE WATER off white']","['Nasal Oxymetazoline hydrochloride OXYMETAZOLINE HYDROCHLORIDE OXYMETAZOLINE BENZYL ALCOHOL SODIUM PHOSPHATE, DIBASIC EDETATE DISODIUM EUCALYPTOL MENTHOL CELLULOSE, MICROCRYSTALLINE CARBOXYMETHYLCELLULOSE SODIUM SODIUM PHOSPHATE, MONOBASIC POLYETHYLENE GLYCOL PROPYLENE GLYCOL POVIDONE WATER off white']",,,,2018-11-09,2018,0
20171206,['Bio Red Chestnut Red chestnut WATER ALCOHOL AESCULUS CARNEA FLOWER AESCULUS CARNEA FLOWER'],['Bio Red Chestnut Red chestnut WATER ALCOHOL AESCULUS CARNEA FLOWER AESCULUS CARNEA FLOWER'],,,,2017-12-06,2017,0
20150505,['MORE SAVINGS RUBBING ALCOHOL 50 PERCENT ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL WATER'],['MORE SAVINGS RUBBING ALCOHOL 50 PERCENT ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL ISOPROPYL ALCOHOL WATER'],,,,2015-05-05,2015,0
20200201,['CHANTIX varenicline tartrate VARENICLINE TARTRATE VARENICLINE TARTRATE VARENICLINE TARTRATE VARENICLINE MICROCRYSTALLINE CELLULOSE ANHYDROUS DIBASIC CALCIUM PHOSPHATE CROSCARMELLOSE SILICON DIOXIDE MAGNESIUM STEARATE Capsular Pfizer;CHX;0;5 VARENICLINE TARTRATE VARENICLINE TARTRATE VARENICLINE TARTRATE VARENICLINE MICROCRYSTALLINE CELLULOSE ANHYDROUS DIBASIC CALCIUM PHOSPHATE CROSCARMELLOSE SILICON DIOXIDE MAGNESIUM STEARATE light blue Capsular Pfizer;CHX;1;0'],None,,['CHANTIX'],,2020-02-01,2020,0
20201021,"['Allergy Relief Diphenhydramine HCl DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE GELATIN GLYCERIN ISOPROPYL ALCOHOL MEDIUM-CHAIN TRIGLYCERIDES POLYETHYLENE GLYCOL, UNSPECIFIED POVIDONE WATER SORBITOL SORBITAN clear 729']","['Allergy Relief Diphenhydramine HCl DIPHENHYDRAMINE HYDROCHLORIDE DIPHENHYDRAMINE GELATIN GLYCERIN ISOPROPYL ALCOHOL MEDIUM-CHAIN TRIGLYCERIDES POLYETHYLENE GLYCOL, UNSPECIFIED POVIDONE WATER SORBITOL SORBITAN clear 729']",['ORAL'],['Allergy Relief'],['DIPHENHYDRAMINE HYDROCHLORIDE'],2020-10-21,2020,1
20160714,['CBD Clinic - Moderate Muscle and Joint Pain Relief Menthol MENTHOL MENTHOL CETOSTEARYL ALCOHOL CLOVE OIL COTTONSEED OIL EUCALYPTUS OIL HEMP JOJOBA OIL MAGNESIUM OXIDE PEPPERMINT OIL POLYSORBATE 60 SHEA BUTTER SILVER OXIDE SORBIC ACID TEA TREE OIL WATER WHITE WAX ZINC OXIDE'],['CBD Clinic - Moderate Muscle and Joint Pain Relief Menthol MENTHOL MENTHOL CETOSTEARYL ALCOHOL CLOVE OIL COTTONSEED OIL EUCALYPTUS OIL HEMP JOJOBA OIL MAGNESIUM OXIDE PEPPERMINT OIL POLYSORBATE 60 SHEA BUTTER SILVER OXIDE SORBIC ACID TEA TREE OIL WATER WHITE WAX ZINC OXIDE'],,,,2016-07-14,2016,0
20120306,"['Naproxen Naproxen NAPROXEN NAPROXEN CELLULOSE, MICROCRYSTALLINE CROSCARMELLOSE SODIUM POVIDONE MAGNESIUM STEARATE Light orange Flat G;32;250']",None,,,,2012-03-06,2012,0
20150902,"['Metaxalone Metaxalone CALCIUM CARBONATE FD&C RED NO. 40 HYPROMELLOSES LACTOSE MONOHYDRATE CELLULOSE, MICROCRYSTALLINE POVIDONES SILICON DIOXIDE SODIUM STARCH GLYCOLATE TYPE A POTATO SODIUM STEARYL FUMARATE METAXALONE METAXALONE light pink to pink AN;553']",None,,,,2015-09-02,2015,0
20150904,['Lidocin Lidocaine HCL WATER ALOE VERA LEAF ARNICA MONTANA BOSWELLIA SERRATA WHOLE GREEN TEA LEAF CARBOMER 1342 ETHYLHEXYLGLYCERIN ISOPROPYL MYRISTATE PEG-8 GLYCERYL ISOSTEARATE POLYSORBATE 80 SODIUM LAURYL SULFATE TRIETHANOLAMINE BENZOATE FD&C BLUE NO. 1 FD&C YELLOW NO. 5 LIDOCAINE HYDROCHLORIDE LIDOCAINE LIDOCAINE HYDROCHLORIDE ANHYDROUS'],['Lidocin Lidocaine HCL WATER ALOE VERA LEAF ARNICA MONTANA BOSWELLIA SERRATA WHOLE GREEN TEA LEAF CARBOMER 1342 ETHYLHEXYLGLYCERIN ISOPROPYL MYRISTATE PEG-8 GLYCERYL ISOSTEARATE POLYSORBATE 80 SODIUM LAURYL SULFATE TRIETHANOLAMINE BENZOATE FD&C BLUE NO. 1 FD&C YELLOW NO. 5 LIDOCAINE HYDROCHLORIDE LIDOCAINE LIDOCAINE HYDROCHLORIDE ANHYDROUS'],,,,2015-09-04,2015,0
20130730,"['Peppermint Mouth Rinse EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL EUCALYPTOL EUCALYPTOL MENTHOL MENTHOL METHYL SALICYLATE SALICYLIC ACID THYMOL THYMOL WATER ALCOHOL SORBITOL POLOXAMER 407 BENZOIC ACID SACCHARIN SODIUM SODIUM BENZOATE FD&C YELLOW NO. 5 FD&C BLUE NO. 1']","['Peppermint Mouth Rinse EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL EUCALYPTOL EUCALYPTOL MENTHOL MENTHOL METHYL SALICYLATE SALICYLIC ACID THYMOL THYMOL WATER ALCOHOL SORBITOL POLOXAMER 407 BENZOIC ACID SACCHARIN SODIUM SODIUM BENZOATE FD&C YELLOW NO. 5 FD&C BLUE NO. 1']",,,,2013-07-30,2013,0
20140930,['Alba Mineral Terr Tint SPF15 Bloom Zinc Oxide RICE BRAN YELLOW WAX MEDIUM-CHAIN TRIGLYCERIDES MICA TITANIUM DIOXIDE PEPPERMINT OIL OLIVE OIL CALENDULA OFFICINALIS FLOWER ECHINACEA PURPUREA STEVIA REBAUDIUNA LEAF POLYHYDROXYSTEARIC ACID (2300 MW) POLYGLYCERYL-3 DIISOSTEARATE .ALPHA.-TOCOPHEROL ACETATE TRIETHOXYCAPRYLYLSILANE FERRIC OXIDE RED MANGANESE VIOLET COCONUT OIL SUNFLOWER OIL ZINC OXIDE ZINC OXIDE CANDELILLA WAX'],['Alba Mineral Terr Tint SPF15 Bloom Zinc Oxide RICE BRAN YELLOW WAX MEDIUM-CHAIN TRIGLYCERIDES MICA TITANIUM DIOXIDE PEPPERMINT OIL OLIVE OIL CALENDULA OFFICINALIS FLOWER ECHINACEA PURPUREA STEVIA REBAUDIUNA LEAF POLYHYDROXYSTEARIC ACID (2300 MW) POLYGLYCERYL-3 DIISOSTEARATE .ALPHA.-TOCOPHEROL ACETATE TRIETHOXYCAPRYLYLSILANE FERRIC OXIDE RED MANGANESE VIOLET COCONUT OIL SUNFLOWER OIL ZINC OXIDE ZINC OXIDE CANDELILLA WAX'],,,,2014-09-30,2014,0
20191217,"['Aspirin Aspirin ASPIRIN ASPIRIN STARCH, CORN CROSCARMELLOSE SODIUM D&C YELLOW NO. 10 FD&C YELLOW NO. 6 HYPROMELLOSES METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1) CELLULOSE, MICROCRYSTALLINE MINERAL OIL POLYSORBATE 80 DIMETHICONE SODIUM HYDROXIDE SODIUM LAURYL SULFATE TALC TITANIUM DIOXIDE TRIETHYL CITRATE T']","['Aspirin Aspirin ASPIRIN ASPIRIN STARCH, CORN CROSCARMELLOSE SODIUM D&C YELLOW NO. 10 FD&C YELLOW NO. 6 HYPROMELLOSES METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1) CELLULOSE, MICROCRYSTALLINE MINERAL OIL POLYSORBATE 80 DIMETHICONE SODIUM HYDROXIDE SODIUM LAURYL SULFATE TALC TITANIUM DIOXIDE TRIETHYL CITRATE T']",['ORAL'],['Aspirin'],['ASPIRIN'],2019-12-17,2019,1
20110622,"['Rodan And Fields Essentials Lip Shield SPF 25 AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE AVOBENZONE AVOBENZONE HOMOSALATE HOMOSALATE OCTISALATE OCTISALATE OCTOCRYLENE OCTOCRYLENE YELLOW WAX AVOCADO OIL SHEA BUTTER JOJOBA OIL HELIANTHUS ANNUUS SEED WAX SUNFLOWER OIL DIMETHICONE ETHYLHEXYL PALMITATE DUNALIELLA SALINA TETRAHEXYLDECYL ASCORBATE VITAMIN A PALMITATE TRIBEHENIN']","['Rodan And Fields Essentials Lip Shield SPF 25 AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE AVOBENZONE AVOBENZONE HOMOSALATE HOMOSALATE OCTISALATE OCTISALATE OCTOCRYLENE OCTOCRYLENE YELLOW WAX AVOCADO OIL SHEA BUTTER JOJOBA OIL HELIANTHUS ANNUUS SEED WAX SUNFLOWER OIL DIMETHICONE ETHYLHEXYL PALMITATE DUNALIELLA SALINA TETRAHEXYLDECYL ASCORBATE VITAMIN A PALMITATE TRIBEHENIN']",,,,2011-06-22,2011,0
20190517,['Petrolatum Petrolatum Petrolatum Petrolatum Water GLYCERIN GLYCERYL MONOSTEARATE PEG-100 STEARATE STEARIC ACID POLYOXYL 20 CETOSTEARYL ETHER TROLAMINE LANOLIN ALCOHOLS CARBOMER COPOLYMER TYPE A (ALLYL PENTAERYTHRITOL CROSSLINKED) PHENOXYETHANOL TRIETHYLENE GLYCOL COCOA BUTTER .ALPHA.-TOCOPHEROL ACETATE EDETATE DISODIUM'],['Petrolatum Petrolatum Petrolatum Petrolatum Water GLYCERIN GLYCERYL MONOSTEARATE PEG-100 STEARATE STEARIC ACID POLYOXYL 20 CETOSTEARYL ETHER TROLAMINE LANOLIN ALCOHOLS CARBOMER COPOLYMER TYPE A (ALLYL PENTAERYTHRITOL CROSSLINKED) PHENOXYETHANOL TRIETHYLENE GLYCOL COCOA BUTTER .ALPHA.-TOCOPHEROL ACETATE EDETATE DISODIUM'],['TOPICAL'],['Petrolatum'],['PETROLATUM'],2019-05-17,2019,1
20190729,"['oxaprozin oxaprozin OXAPROZIN OXAPROZIN MICROCRYSTALLINE CELLULOSE HYPROMELLOSE, UNSPECIFIED METHYLCELLULOSE (100 MPA.S) MAGNESIUM STEARATE POLACRILIN POTASSIUM POLYETHYLENE GLYCOL, UNSPECIFIED TITANIUM DIOXIDE CAPSULE-SHAPED G;5002']",None,['ORAL'],['oxaprozin'],['OXAPROZIN'],2019-07-29,2019,1
20170818,"['SUDAFED 12 HOUR Pseudoephedrine Hydrochloride Pseudoephedrine Hydrochloride Pseudoephedrine carnauba wax silicon dioxide dibasic calcium phosphate dihydrate hypromellose, unspecified magnesium stearate microcrystalline cellulose polyethylene glycol, unspecified polysorbate 80 titanium dioxide SU12']","['SUDAFED 12 HOUR Pseudoephedrine Hydrochloride Pseudoephedrine Hydrochloride Pseudoephedrine carnauba wax silicon dioxide dibasic calcium phosphate dihydrate hypromellose, unspecified magnesium stearate microcrystalline cellulose polyethylene glycol, unspecified polysorbate 80 titanium dioxide SU12']",['ORAL'],['SUDAFED 12 HOUR'],['PSEUDOEPHEDRINE HYDROCHLORIDE'],2017-08-18,2017,1
20191111,"['all day pain relief Naproxen sodium NAPROXEN SODIUM NAPROXEN HYPROMELLOSES MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE POLYETHYLENE GLYCOL POVIDONE TALC TITANIUM DIOXIDE light blue L368']","['all day pain relief Naproxen sodium NAPROXEN SODIUM NAPROXEN HYPROMELLOSES MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE POLYETHYLENE GLYCOL POVIDONE TALC TITANIUM DIOXIDE light blue L368']",,,,2019-11-11,2019,0
20170811,['Sport SPF 50 Avobenzone 3% Homosalate 10% Octisalate 5% Octocrylene 4% Oxybenzone 5% Avobenzone AVOBENZONE Homosalate HOMOSALATE Octisalate OCTISALATE Octocrylene OCTOCRYLENE Oxybenzone OXYBENZONE ALCOHOL STEAROXYTRIMETHYLSILANE MEDIUM-CHAIN TRIGLYCERIDES Diethylhexyl Syringylidenemalonate Glycerin VITAMIN A PALMITATE Tocopherol'],['Sport SPF 50 Avobenzone 3% Homosalate 10% Octisalate 5% Octocrylene 4% Oxybenzone 5% Avobenzone AVOBENZONE Homosalate HOMOSALATE Octisalate OCTISALATE Octocrylene OCTOCRYLENE Oxybenzone OXYBENZONE ALCOHOL STEAROXYTRIMETHYLSILANE MEDIUM-CHAIN TRIGLYCERIDES Diethylhexyl Syringylidenemalonate Glycerin VITAMIN A PALMITATE Tocopherol'],,,,2017-08-11,2017,0
20140925,"['FERROUS SULFATE FERROUS SULFATE FERROUS SULFATE FERROUS CATION CALCIUM CALCIUM CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS CELLULOSE, MICROCRYSTALLINE CROSCARMELLOSE SODIUM MAGNESIUM STEARATE FD&C RED NO. 40 FD&C BLUE NO. 2 POLYETHYLENE GLYCOLS POLYETHYLENE GLYCOL 400 SILICON DIOXIDE TITANIUM DIOXIDE TALC VANILLIN RED ROUND NONE']","['FERROUS SULFATE FERROUS SULFATE FERROUS SULFATE FERROUS CATION CALCIUM CALCIUM CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS CELLULOSE, MICROCRYSTALLINE CROSCARMELLOSE SODIUM MAGNESIUM STEARATE FD&C RED NO. 40 FD&C BLUE NO. 2 POLYETHYLENE GLYCOLS POLYETHYLENE GLYCOL 400 SILICON DIOXIDE TITANIUM DIOXIDE TALC VANILLIN RED ROUND NONE']",,,,2014-09-25,2014,0
20100901,"['ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and DOXYLAMINE SUCCINATE ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and DOXYLAMINE SUCCINATE ACETAMINOPHEN ACETAMINOPHEN DEXTROMETHORPHAN HYDROBROMIDE DEXTROMETHORPHAN DOXYLAMINE SUCCINATE DOXYLAMINE POLYETHYLENE GLYCOL 400 POLYETHYLENE GLYCOL 600 GELATIN POVIDONE SORBITOL WATER BUTYLATED HYDROXYANISOLE BUTYLATED HYDROXYTOLUENE']","['ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and DOXYLAMINE SUCCINATE ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, and DOXYLAMINE SUCCINATE ACETAMINOPHEN ACETAMINOPHEN DEXTROMETHORPHAN HYDROBROMIDE DEXTROMETHORPHAN DOXYLAMINE SUCCINATE DOXYLAMINE POLYETHYLENE GLYCOL 400 POLYETHYLENE GLYCOL 600 GELATIN POVIDONE SORBITOL WATER BUTYLATED HYDROXYANISOLE BUTYLATED HYDROXYTOLUENE']",,,,2010-09-01,2010,0
20130703,"['Oxaprozin Oxaprozin OXAPROZIN OXAPROZIN SILICON DIOXIDE HYPROMELLOSES MAGNESIUM STEARATE METHYLCELLULOSE (100 CPS) CELLULOSE, MICROCRYSTALLINE POLACRILIN POTASSIUM POLYETHYLENE GLYCOLS POLYSORBATE 80 STARCH, CORN TITANIUM DIOXIDE E;141']",None,,,,2013-07-03,2013,0
20171221,['Brain Support not applicable ACETYLCHOLINE CHLORIDE ACETYLCHOLINE EPINEPHRINE EPINEPHRINE DOPAMINE HYDROCHLORIDE DOPAMINE .GAMMA.-AMINOBUTYRIC ACID .GAMMA.-AMINOBUTYRIC ACID NOREPINEPHRINE NOREPINEPHRINE OCTOPAMINE OCTOPAMINE SEROTONIN HYDROCHLORIDE SEROTONIN TAURINE TAURINE ADENOSINE CYCLIC PHOSPHATE ADENOSINE CYCLIC PHOSPHATE SUS SCROFA CEREBRUM SUS SCROFA CEREBRUM SUS SCROFA DIENCEPHALON SUS SCROFA DIENCEPHALON SUS SCROFA PINEAL GLAND SUS SCROFA PINEAL GLAND SUS SCROFA THALAMUS LATERAL GENICULATE NUCLEUS SUS SCROFA THALAMUS LATERAL GENICULATE NUCLEUS WATER ALCOHOL'],['Brain Support not applicable ACETYLCHOLINE CHLORIDE ACETYLCHOLINE EPINEPHRINE EPINEPHRINE DOPAMINE HYDROCHLORIDE DOPAMINE .GAMMA.-AMINOBUTYRIC ACID .GAMMA.-AMINOBUTYRIC ACID NOREPINEPHRINE NOREPINEPHRINE OCTOPAMINE OCTOPAMINE SEROTONIN HYDROCHLORIDE SEROTONIN TAURINE TAURINE ADENOSINE CYCLIC PHOSPHATE ADENOSINE CYCLIC PHOSPHATE SUS SCROFA CEREBRUM SUS SCROFA CEREBRUM SUS SCROFA DIENCEPHALON SUS SCROFA DIENCEPHALON SUS SCROFA PINEAL GLAND SUS SCROFA PINEAL GLAND SUS SCROFA THALAMUS LATERAL GENICULATE NUCLEUS SUS SCROFA THALAMUS LATERAL GENICULATE NUCLEUS WATER ALCOHOL'],,,,2017-12-21,2017,0
20201105,"['TRICARE PRENATAL ASCORBIC ACID, CHOLECALCIFEROL, DL-.ALPHA.-TOCOPHEROL ACETATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, FOLIC ACID, CYANOCOBALAMIN, CALCIUM CARBONATE, FERROUS FUMARATE, ZINC OXIDE, CUPRIC SULFATE ASCORBIC ACID ASCORBIC ACID CHOLECALCIFEROL CHOLECALCIFEROL .ALPHA.-TOCOPHEROL ACETATE, DL- .ALPHA.-TOCOPHEROL, DL- THIAMINE HYDROCHLORIDE THIAMINE ION RIBOFLAVIN RIBOFLAVIN NIACINAMIDE NIACINAMIDE PYRIDOXINE HYDROCHLORIDE PYRIDOXINE FOLIC ACID FOLIC ACID CYANOCOBALAMIN CYANOCOBALAMIN CALCIUM CARBONATE CALCIUM CATION FERROUS FUMARATE FERROUS CATION ZINC OXIDE ZINC CATION CUPRIC SULFATE CUPRIC CATION SILICON DIOXIDE CARNAUBA WAX FD&C BLUE NO. 1 FD&C BLUE NO. 2 FD&C RED NO. 40 MAGNESIUM STEARATE CELLULOSE, MICROCRYSTALLINE CROSPOVIDONE light blue MP;101']",None,['ORAL'],['TRICARE PRENATAL'],"['ASCORBIC ACID', 'CHOLECALCIFEROL', '.ALPHA.-TOCOPHEROL ACETATE, DL-', 'THIAMINE HYDROCHLORIDE', 'RIBOFLAVIN', 'NIACINAMIDE', 'PYRIDOXINE HYDROCHLORIDE', 'FOLIC ACID', 'CYANOCOBALAMIN', 'CALCIUM CARBONATE', 'FERROUS FUMARATE', 'ZINC OXIDE', 'CUPRIC SULFATE']",2020-11-05,2020,13
20190516,"['Ticalast azelastine hydrochloride and fluticasone propionate DYMISTA azelastine hydrochloride and fluticasone propionate AZELASTINE HYDROCHLORIDE AZELASTINE FLUTICASONE PROPIONATE FLUTICASONE GLYCERIN CELLULOSE, MICROCRYSTALLINE CARBOXYMETHYLCELLULOSE SODIUM PHENYLETHYL ALCOHOL EDETATE DISODIUM BENZALKONIUM CHLORIDE POLYSORBATE 80 WATER']",None,,,,2019-05-16,2019,0
20191023,"['Losartan Potassium Losartan Potassium LOSARTAN POTASSIUM LOSARTAN D&C YELLOW NO. 10 ALUMINUM OXIDE FD&C BLUE NO. 2 INDIGOTINDISULFONATE SODIUM LACTOSE MONOHYDRATE MAGNESIUM STEARATE MICROCRYSTALLINE CELLULOSE POLYETHYLENE GLYCOL 3350 POLYETHYLENE GLYCOL 4000 POLYVINYL ALCOHOL, UNSPECIFIED STARCH, CORN TALC TITANIUM DIOXIDE FD&C YELLOW NO. 6 9;3;7365']",None,,,,2019-10-23,2019,0
20140922,"['Strovite Forte Caplet Vitamin A, Ascorbic Acid, Vitamin D, .Alpha.-Tocopherol, Thiamine Mononitrate, Riboflavin, Niacin, Pyridoxine Hydrochloride, Folic Acid, Cyanocobalamin, Biotin, Pantothenic Acid, Magnesium, Zinc, Selenium, Copper, Chromium, Molybdenum, and Iron Vitamin A Vitamin A Ascorbic Acid Ascorbic Acid Vitamin D Cholecalciferol .Alpha.-Tocopherol .Alpha.-Tocopherol Thiamine Mononitrate Thiamine Ion Thiamine Riboflavin Riboflavin Niacin Niacin Pyridoxine Hydrochloride Pyridoxine Folic Acid Folic Acid Cyanocobalamin Cyanocobalamin Biotin Biotin Pantothenic Acid Pantothenic Acid Magnesium Magnesium Zinc Zinc Selenium Selenium Copper Copper Chromium Chromium Molybdenum Molybdenum Iron Iron Cellulose, Microcrystalline Stearic Acid Croscarmellose Sodium Crospovidone Calcium Phosphate, Dibasic, Anhydrous Silicon Dioxide Starch, Corn Maltodextrin Hypromelloses Citric Acid Monohydrate Lecithin, Soybean Sodium Lauryl Sulfate Magnesium Stearate Titanium Dioxide Povidone K30 Polyethylene Glycols Mineral Oil Gelatin Talc Sucrose Sodium Ascorbate Tocopherol C10-18 Triglycerides Tricalcium Phosphate Ascorbyl Palmitate Butylated Hydroxytoluene FD&C Yellow no. 5 FD&C Blue No. 1 Dark Green EV0204']",None,,,,2014-09-22,2014,0
20101101,['Kenalog-10 triamcinolone acetonide TRIAMCINOLONE ACETONIDE TRIAMCINOLONE SODIUM CHLORIDE BENZYL ALCOHOL CARBOXYMETHYLCELLULOSE SODIUM POLYSORBATE 80 SODIUM HYDROXIDE HYDROCHLORIC ACID NITROGEN'],None,,,,2010-11-01,2010,0
